'01','01',N.KKAH,上川,かみかわ,KAMIKAWA,北海道,43.8546,142.7656,43.8522,142.7694,340,190.5,151,KKWH15,0
'01','01',N.STKH,白滝,しらたき,SHIRATAKI,北海道,43.8494,143.0861,43.8469,143.0900,699,570.48,130,ABSH07,0
'01','01',N.FGNH,深川北,ふかがわきた,FUKAGAWA-N,北海道,43.8243,142.1594,43.8219,142.1632,200,97,105,SRCH05,0
'01','01',N.NUMH,沼田,ぬまた,NUMATA,北海道,43.8203,141.9397,43.8179,141.9435,100,-6,108,SRCH04,0
'01','01',N.STNH,標津北,しべつきた,SHIBETSU-N,北海道,43.7851,145.0246,43.7826,145.0287,80,-31.5,113.5,NMRH01,0
'01','01',N.RBSH,留辺蘂,るべしべ,RUBESHIBE,北海道,43.7419,143.4514,43.7394,143.4553,321,214.48,108,ABSH13,0
'01','01',N.BHRH,美幌,びほろ,BIHORO,北海道,43.7227,144.1837,43.7203,144.1877,87,-17.52,106,ABSH14,0
'01','01',N.FGSH,深川南,ふかがわみなみ,FUKAGAWA-S,北海道,43.6948,142.0776,43.6924,142.0814,80,-68,150.3,SRCH06,0
'01','01',N.STSH,標津南,しべつみなみ,SHIBETSU-S,北海道,43.6772,144.9618,43.6747,144.9658,165,61,106,NMRH02,0
'01','01',N.OKEH,置戸東,おけとひがし,OKETO-E,北海道,43.6352,143.5100,43.6328,143.5139,292,190.48,103,ABSH15,0
'01','01',N.NSTH,中標津,なかしべつ,NAKASHIBETSU,北海道,43.5508,144.9665,43.5483,144.9706,30,-198.5,230.5,NMRH03,0
'01','01',N.SUGH,砂川,すながわ,SUNAGAWA,北海道,43.5138,141.9090,43.5114,141.9128,30,-92.92,125,SRCH08,0
'01','01',N.BEWH,美瑛西,びえいにし,BIEI-W,北海道,43.5113,142.3906,43.5089,142.3944,315,144,170.5,KKWH13,0
'01','01',N.BEEH,美瑛東,びえいひがし,BIEI-E,北海道,43.5038,142.6006,43.5014,142.6044,450,242,210,KKWH12,0
'01','01',N.RKBH,陸別,りくべつ,RIKUBETSU,北海道,43.4683,143.6830,43.4658,143.6869,251,127.5,125.5,TKCH01,0
'01','01',N.ANNH,阿寒北,あかんきた,AKAN-N,北海道,43.4361,144.0844,43.4336,144.0883,431,323,109.5,KSRH01,0
'01','01',N.TOBH,当別,とうべつ,TOBETSU,北海道,43.4087,141.5836,43.4063,141.5873,80,-121.03,203,IKRH01,0
'01','01',N.BKEH,別海東,べっかいひがし,BEKKAI-E,北海道,43.3978,145.1224,43.3953,145.1264,30,-187,219,NMRH04,0
'01','01',N.BKWH,別海西,べっかいにし,BEKKAI-W,北海道,43.3900,144.8021,43.3875,144.8061,92,-129,223,NMRH05,0
'01','01',N.SCNH,標茶北,しべちゃきた,SHIBECHA-N,北海道,43.3847,144.6279,43.3822,144.6319,83,-25,110,KSRH03,0
'01','01',N.NFRH,中富良野,なかふらの,NAKAFURANO,北海道,43.3841,142.5245,43.3817,142.5283,389,237.5,153,KKWH14,0
'01','01',N.AYEH,足寄東,あしょろひがし,ASYORO-E,北海道,43.3822,143.8983,43.3797,143.9022,328,224,106,TKCH02,0
'01','01',N.FRNH,富良野,ふらの,FURANO,北海道,43.3697,142.3409,43.3672,142.3447,205,94.49,112,KKWH07,0
'01','01',N.SKNH,新得北,しんとくきた,SHINTOKU-N,北海道,43.3337,142.9448,43.3312,142.9486,365,264,103,TKCH10,0
'01','01',N.AYWH,足寄西,あしょろにし,ASYORO-W,北海道,43.2708,143.4317,43.2683,143.4356,199,-2,203,TKCH03,0
'01','01',N.TRWH,鶴居西,つるいにし,TSURUI-W,北海道,43.2556,144.2338,43.2531,144.2378,114,-216.52,333.1,KSRH05,0
'01','01',N.FBRH,古平,ふるびら,FURUBIRA,北海道,43.2341,140.6227,43.2317,140.6264,28,-73,103,SBSH01,0
'01','01',N.MSAH,三笠,みかさ,MIKASA,北海道,43.2300,141.8978,43.2276,141.9016,75,-126,203,SRCH07,0
'01','01',N.SSTH,新篠津,しんしのつ,SHINSHINOTSU,北海道,43.2204,141.6523,43.2179,141.6561,10,-118.51,130,IKRH02,0
'01','01',N.TREH,鶴居東,つるいひがし,TSURUI-E,北海道,43.2200,144.4285,43.2175,144.4325,30,-208,240,KSRH06,0
'01','01',N.SCSH,標茶南,しべちゃみなみ,SHIBECHA-S,北海道,43.2139,144.6804,43.2114,144.6844,30,-213,243,KSRH04,0
'01','01',N.HNKH,浜中,はまなか,HAMANAKA,北海道,43.2084,145.1168,43.2058,145.1208,31,-225.51,258,KSRH10,0
'01','01',N.SKSH,新得南,しんとくみなみ,SHINTOKU-S,北海道,43.1739,142.9176,43.1714,142.9214,220,47,175,TKCH04,0
'01','01',N.SNNH,白糠北,しらぬかきた,SHIRANUKA-N,北海道,43.1603,143.8936,43.1578,143.8975,174,73,103,KSRH08,0
'01','01',N.TRSH,鶴居南,つるいみなみ,TSURUI-S,北海道,43.1358,144.3275,43.1333,144.3314,35,-188,225,KSRH07,0
'01','01',N.HBTH,本別,ほんべつ,HONBETSU,北海道,43.1213,143.6186,43.1187,143.6225,65,-36,103,TKCH05,0
'01','01',N.ANSH,阿寒南,あかんみなみ,AKAN-S,北海道,43.1141,144.1229,43.1116,144.1268,30,-76,108,KSRH02,0
'01','01',N.AGWH,赤井川,あかいがわ,AKAIGAWA,北海道,43.0842,140.8199,43.0817,140.8235,145,-76.6,223,SBSH03,0
'01','01',N.KYMH,栗山,くりやま,KURIYAMA,北海道,43.0587,141.8063,43.0562,141.8100,30,-93.52,125,SRCH09,0
'01','01',N.TOMH,泊,とまり,TOMARI,北海道,43.0532,140.5014,43.0508,140.5051,25,-76.47,103,SBSH02,0
'01','01',N.SMPH,占冠,しむかっぷ,SHIMUKAPPU,北海道,43.0406,142.6562,43.0381,142.6600,569,467.49,103,KKWH08,0
'01','01',N.YUBH,夕張,ゆうばり,YUBARI,北海道,42.9930,142.0085,42.9905,142.0122,195,-5.92,203,SRCH10,0
'01','01',N.SNSH,白糠南,しらぬかみなみ,SHIRANUKA-S,北海道,42.9856,143.9841,42.9831,143.9881,27,-74,103,KSRH09,0
'01','01',N.KYOH,共和,きょうわ,KYOWA,北海道,42.9758,140.6220,42.9734,140.6256,20,-181.1,203.3,SBSH04,0
'01','01',N.CCNH,倶知安,くっちゃん,KUTCHAN,北海道,42.9500,140.8223,42.9475,140.8259,240,138.4,103,SBSH05,0
'01','01',N.MMRH,芽室,めむろ,MEMURO,北海道,42.8920,143.0603,42.8894,143.0642,97,-131,230,TKCH06,0
'01','01',N.CTSH,千歳,ちとせ,CHITOSE,北海道,42.8880,141.6399,42.8856,141.6436,10,-243.5,255.5,IKRH03,0
'01','01',N.SHZH,清水,しみず,SHIMIZU,北海道,42.8742,142.8830,42.8717,142.8868,419,318,103,TKCH11,0
'01','01',N.OIWH,追分,おいわけ,OIWAKE,北海道,42.8739,141.8191,42.8714,141.8228,60,-42.12,103.6,IBUH01,0
'01','01',N.HOBH,穂別,ほべつ,HOBETSU,北海道,42.8714,142.1285,42.8689,142.1322,175,71.48,105,IBUH02,0
'01','01',N.RNKH,蘭越,らんこし,RANKOSHI,北海道,42.8309,140.4831,42.8285,140.4867,39,-92.55,133,SBSH06,0
'01','01',N.TYRH,豊頃,とよころ,TOYOKORO,北海道,42.8114,143.5203,42.8089,143.5242,8.8,-92.2,103,TKCH07,0
'01','01',N.SMMH,島牧,しままき,SHIMAMAKI,北海道,42.7797,140.1557,42.7772,140.1593,32,-69,103,SBSH10,0
'01','01',N.KMBH,喜茂別,きもべつ,KIMOBETSU,北海道,42.7680,140.9766,42.7656,140.9803,285,184,103,SBSH08,0
'01','01',N.MKRH,真狩,まっかり,MAKKARI,北海道,42.7630,140.8084,42.7606,140.8121,228,127,103,SBSH07,0
'01','01',N.BREH,平取東,びらとりひがし,BIRATORI-E,北海道,42.7061,142.4054,42.7036,142.4092,230,119.51,113,HDKH02,0
'01','01',N.BRWH,平取西,びらとりにし,BIRATORI-W,北海道,42.7031,142.2296,42.7006,142.2333,82,-18.49,103,HDKH01,0
'01','01',N.AMAH,厚真,あつま,ATSUMA,北海道,42.6486,141.8641,42.6461,141.8679,10,-144.52,156,IBUH03,0
'01','01',N.OHTH,大滝,おおたき,OOTAKI,北海道,42.6476,141.0643,42.6451,141.0679,350,148.48,203,IBUH07,0
'01','01',N.TURH,豊浦,とようら,TOYOURA,北海道,42.6415,140.6650,42.6390,140.6686,214,109.98,105.5,IBUH04,0
'01','01',N.KMNH,黒松内,くろまつない,KUROMATSUNAI,北海道,42.6104,140.4841,42.6080,140.4877,140,38.4,103,SBSH09,0
'01','01',N.NCPH,新冠,にいかっぷ,NIIKAPPU,北海道,42.5977,142.5446,42.5951,142.5483,305,203.48,103,HDKH05,0
'01','01',N.MBEH,門別東,もんべつひがし,MONBETSU-E,北海道,42.5934,142.3521,42.5908,142.3558,160,53.51,109,HDKH03,0
'01','01',N.SOIH,白老,しらおい,SHIRAOI,北海道,42.5629,141.3497,42.5604,141.3533,20,-158.5,180,IBUH05,0
'01','01',N.MBWH,門別西,もんべつにし,MONBETSU-W,北海道,42.5126,142.0381,42.5101,142.0418,10,-211.52,223,HDKH04,0
'01','01',N.TKIH,大樹,たいき,TAIKI,北海道,42.4865,143.1520,42.4839,143.1558,360,259,103,TKCH08,0
'01','01',N.KHYH,北檜山,きたひやま,KITAHIYAMA,北海道,42.4851,139.9679,42.4826,139.9714,167,53.4,115,HYMH01,0
'01','01',N.MRRH,室蘭,むろらん,MURORAN,北海道,42.4116,141.0017,42.4091,141.0053,400,-163.52,565,IBUH06,0
'01','01',N.SZNH,静内,しずない,SHIZUNAI,北海道,42.3498,142.3572,42.3472,142.3609,10,-106.52,118,HDKH06,0
'01','01',N.KUMH,熊石,くまいし,KUMAISHI,北海道,42.1344,140.0040,42.1319,140.0075,70,-31.6,103,HYMH03,0
'01','01',N.SAMH,様似,さまに,SAMANI,北海道,42.1330,142.9164,42.1304,142.9201,40,-62.52,104,HDKH07,0
'01','01',N.ASBH,厚沢部,あっさぶ,ASSABU,北海道,41.9856,140.3087,41.9831,140.3122,85,-17.6,104,HYMH02,0
'01','01',N.KAIH,上磯,かみいそ,KAMIISO,北海道,41.8374,140.6331,41.8349,140.6367,10,-351.54,363,OSMH02,0
'01','01',N.SRUH,知内,しりうち,SHIRIUCHI,北海道,41.5977,140.4207,41.5951,140.4243,5,-146.54,153,OSMH01,0
'01','01',N.OOMH,大間,おおま,OOMA,青森県,41.5273,140.9127,41.5246,140.9163,10,-91.57,103,AOMH01,0
'01','01',N.SAIH,佐井,さい,SAI,青森県,41.4049,140.8567,41.4023,140.8603,30,-171.57,203,AOMH02,0
'01','01',N.KUCH,川内,かわうち,KAWAUCHI,青森県,41.2340,140.9896,41.2313,140.9932,20,-81.52,103,AOMH03,0
'01','01',N.RKSH,六ヶ所,ろっかしょ,ROKKASHO,青森県,40.9664,141.3738,40.9637,141.3774,5,-96.54,103,AOMH06,0
'01','01',N.NHJH,野辺地,のへじ,NOHEJI,青森県,40.8564,141.1033,40.8537,141.1069,45,-268.57,315,AOMH05,0
'01','01',N.AOMH,青森,あおもり,AOMORI,青森県,40.8524,140.6759,40.8497,140.6794,10,-298.52,310,AOMH04,0
'01','01',N.AJSH,鰺ヶ沢,あじがさわ,AJIGASAWA,青森県,40.7618,140.3121,40.7592,140.3156,50,-111.52,163,AOMH08,0
'01','01',N.FKUH,深浦,ふかうら,FUKAURA,青森県,40.7451,140.0233,40.7424,140.0267,35,-75.32,111.8,AOMH07,0
'01','01',N.IKIH,岩木,いわき,IWAKI,青森県,40.6200,140.3497,40.6173,140.3531,160,-3.52,165,AOMH09,0
'01','01',N.KRIH,黒石,くろいし,KUROISHI,青森県,40.6091,140.6646,40.6064,140.6681,102,-5.02,108.5,AOMH10,0
'01','01',N.TWEH,十和田湖東,とわだこひがし,TOWADAKO-E,青森県,40.5846,141.1547,40.5819,141.1582,85,-16.57,103,AOMH12,0
'01','01',N.TWWH,十和田湖西,とわだこにし,TOWADAKO-W,青森県,40.5800,140.9950,40.5773,140.9986,240,138.42,103,AOMH11,0
'01','01',N.HHEH,八戸,はちのへ,HACHINOHE,青森県,40.5794,141.4451,40.5767,141.4487,10,-141.58,153,AOMH13,0
'01','01',N.NYAH,西目屋,にしめや,NISHIMEYA,青森県,40.5488,140.2726,40.5461,140.2761,158,56.48,103,AOMH14,0
'01','01',N.OWNH,大鰐,おおわに,OWANI,青森県,40.4841,140.5565,40.4814,140.5600,130,28.48,103,AOMH15,0
'01','01',N.SHGH,新郷,しんごう,SHINGO,青森県,40.4624,141.0923,40.4597,141.0958,315,163.46,153,AOMH16,0
'01','01',N.NWAH,名川,ながわ,NAGAWA,青森県,40.4492,141.3374,40.4465,141.3409,65,-50.54,117.1,AOMH17,0
'01','01',N.TTKH,田子,たっこ,TAKKO,青森県,40.2962,141.0145,40.2934,141.0180,235,133.46,103,AOMH18,0
'01','01',N.KRMH,軽米,かるまい,KARUMAI,岩手県,40.2705,141.5709,40.2678,141.5744,260,138.48,123,IWTH07,0
'01','01',N.KJNH,久慈北,くじきた,KUJI-N,岩手県,40.2686,141.7831,40.2658,141.7867,175,74.08,103,IWTH08,0
'01','01',N.NHWH,二戸西,にのへにし,NINOHE-W,岩手県,40.2611,141.1709,40.2583,141.1744,225,124.08,103,IWTH06,0
'01','01',N.NHEH,二戸東,にのへひがし,NINOHE-E,岩手県,40.2383,141.3423,40.2356,141.3458,230,28.48,203.2,IWTH01,0
'01','01',N.KHEH,九戸,くのへ,KUNOHE,岩手県,40.1533,141.4245,40.1506,141.4281,365,264.08,103,IWTH12,0
'01','01',N.ASRH,安代,あしろ,ASHIRO,岩手県,40.1391,140.9529,40.1364,140.9564,308,207.08,103,IWTH10,0
'01','01',N.KJSH,久慈南,くじみなみ,KUJI-S,岩手県,40.0861,141.7120,40.0833,141.7156,240,139.08,103,IWTH09,0
'01','01',N.IHEH,一戸,いちのへ,ICHINOHE,岩手県,40.0811,141.1915,40.0783,141.1950,629,328.08,303,IWTH11,0
'01','01',N.KZMH,葛巻,くずまき,KUZUMAKI,岩手県,39.9397,141.5492,39.9369,141.5528,570,469.08,120,IWTH13,0
'01','01',N.TMYH,玉山,たまやま,TAMAYAMA,岩手県,39.8250,141.3826,39.8222,141.3861,675,571.18,105.5,IWTH02,0
'01','01',N.IWZH,岩泉,いわいずみ,IWAIZUMI,岩手県,39.8020,141.6520,39.7992,141.6556,310,208.65,103.2,IWTH03,0
'01','01',N.TROH,田老,たろう,TARO,岩手県,39.7435,141.9087,39.7407,141.9123,200,98.48,103,IWTH14,0
'01','01',N.KANH,川井北,かわいきた,KAWAI-N,岩手県,39.6442,141.5977,39.6414,141.6012,305,200.9,106,IWTH17,0
'01','01',N.SZKH,雫石,しずくいし,SHIZUKUISHI,岩手県,39.6436,140.9465,39.6408,140.9500,212,60.48,153,IWTH16,0
'01','01',N.YHBH,矢巾,やはば,YAHABA,岩手県,39.6148,141.0929,39.6119,141.0964,195,71.48,125,IWTH15,0
'01','01',N.YMDH,山田,やまだ,YAMADA,岩手県,39.4734,141.9336,39.4705,141.9372,13,-87.92,103,IWTH21,0
'01','01',N.KASH,川井南,かわいみなみ,KAWAI-S,岩手県,39.4630,141.6775,39.4601,141.6811,552,451.08,103,IWTH18,0
'01','01',N.HMNH,花巻北,はなまききた,HANAMAKI-N,岩手県,39.4559,141.0001,39.4531,141.0036,220,118.74,103.7,IWTH19,0
'01','01',N.HMSH,花巻南,はなまきみなみ,HANAMAKI-S,岩手県,39.3434,141.0473,39.3406,141.0508,106,-51.69,159.2,IWTH20,0
'01','01',N.TOUH,東和,とうわ,TOWA,岩手県,39.3340,141.3015,39.3311,141.3050,260,158.51,103,IWTH22,0
'01','01',N.KMIH,釜石,かまいし,KAMAISHI,岩手県,39.2741,141.8233,39.2712,141.8269,44,-60.5,106,IWTH23,0
'01','01',N.KGSH,金ヶ崎,かねがさき,KANEGASAKI,岩手県,39.1979,141.0118,39.1950,141.0153,200,48.38,153.1,IWTH24,0
'01','01',N.SMTH,住田,すみた,SUMITA,岩手県,39.1809,141.3909,39.1781,141.3944,620,512.68,109,IWTH04,0
'01','01',N.RZTH,陸前高田,りくぜんたかた,RIKUZENTAKATA,岩手県,39.0307,141.5320,39.0278,141.5356,80,-21.52,103,IWTH27,0
'01','01',N.IW2H,一関西2,いちのせきにし2,ICHINOSEKI-W2,岩手県,39.0095,140.8640,39.0066,140.8675,380,114.93,266.42,IWTH28,0
'01','01',N.ICWH,一関西,いちのせきにし,ICHINOSEKI-W,岩手県,39.0092,140.8638,39.0063,140.8672,386,124.11,263.4,IWTH25,0
'01','01',N.ICEH,一関東,いちのせきひがし,ICHINOSEKI-E,岩手県,38.9690,141.0012,38.9661,141.0047,125,15.98,110.5,IWTH26,0
'01','01',N.FSWH,藤沢,ふじさわ,FUJISAWA,岩手県,38.8654,141.3512,38.8625,141.3547,120,18.48,103.3,IWTH05,0
'01','01',N.KKWH,唐桑,からくわ,KARAKUWA,宮城県,38.9207,141.6377,38.9177,141.6412,80,-38,120,MYGH03,0
'01','01',N.NRKH,鳴子,なるこ,NARUKO,宮城県,38.8587,140.6513,38.8558,140.6547,345,140.92,206,MYGH02,0
'01','01',N.TOWH,東和,とうわ,TOWA,宮城県,38.7860,141.3254,38.7831,141.3289,35,-66,103,MYGH04,0
'01','01',N.MSRH,南三陸,みなみさんりく,MINAMISANRIKU,宮城県,38.6993,141.4176,38.6964,141.4211,90,-11.65,103,MYGH13,0
'01','01',N.SZGH,志津川,しづがわ,SHIZUGAWA,宮城県,38.6416,141.4427,38.6386,141.4462,18,-84.73,105.5,MYGH12,1
'01','01',N.TAJH,田尻,たじり,TAJIRI,宮城県,38.5907,141.0710,38.5878,141.0744,20,-81.08,103,MYGH06,0
'01','01',N.ONDH,小野田,おのだ,ONODA,宮城県,38.5793,140.7804,38.5764,140.7839,59,-279,340,MYGH05,0
'01','01',N.KAKH,河北,かほく,KAHOKU,宮城県,38.5158,141.3421,38.5129,141.3456,5,-202.33,210.1,MYGH11,0
'01','01',N.RIFH,利府,りふ,RIFU,宮城県,38.3400,140.9551,38.3370,140.9586,48,-1004.4,1064.02,MYGH14,0
'01','01',N.SNDH,仙台,せんだい,SENDAI,宮城県,38.2400,140.9969,38.2370,141.0003,2,-1198,1232.15,MYGH01,1
'01','01',N.KWSH,川崎,かわさき,KAWASAKI,宮城県,38.1802,140.6405,38.1772,140.6439,186,43,145,MYGH07,0
'01','01',N.IWNH,岩沼,いわぬま,IWANUMA,宮城県,38.1133,140.8441,38.1103,140.8475,10,-91,103,MYGH08,0
'01','01',N.SISH,白石,しろいし,SHIROISHI,宮城県,38.0091,140.6027,38.0061,140.6061,130,29,103,MYGH09,0
'01','01',N.YMMH,山元,やまもと,YAMAMOTO,宮城県,37.9411,140.8924,37.9381,140.8958,18,-188,208,MYGH10,0
'01','01',N.KOSH,小坂,こさか,KOSAKA,秋田県,40.4563,140.8395,40.4536,140.8431,405,298.63,108,AKTH07,0
'01','01',N.FSTH,藤里,ふじさと,FUJISATO,秋田県,40.3188,140.2341,40.3161,140.2375,125,-76.37,203,AKTH08,0
'01','01',N.ODTH,大館,おおだて,ODATE,秋田県,40.3002,140.5812,40.2975,140.5847,85,-16.4,103,AKTH10,0
'01','01',N.TSRH,田代,たしろ,TASHIRO,秋田県,40.2755,140.4596,40.2728,140.4631,45,-57.6,104,AKTH09,0
'01','01',N.KZNH,鹿角,かづの,KAZUNO,秋田県,40.0622,140.8084,40.0594,140.8119,320,210.23,111.4,AKTH14,0
'01','01',N.ANIH,阿仁,あに,ANI,秋田県,39.9819,140.4072,39.9791,140.4107,145,43.6,103,AKTH13,0
'01','01',N.OGAH,男鹿,おが,OGA,秋田県,39.9554,139.7623,39.9526,139.7657,56,-295.37,353,AKTH11,0
'01','01',N.GJOH,五城目,ごじょうめ,GOJOME,秋田県,39.9155,140.2221,39.9128,140.2256,90,-11.38,103,AKTH12,0
'01','01',N.NSNH,西木北,にしききた,NISHIKI-N,秋田県,39.8147,140.5790,39.8119,140.5825,318,216.63,103,AKTH01,0
'01','01',N.KWAH,協和,きょうわ,KYOWA,秋田県,39.6884,140.4075,39.6857,140.4110,165,63.63,103,AKTH15,0
'01','01',N.NSSH,西木南,にしきみなみ,NISHIKI-S,秋田県,39.6634,140.5721,39.6606,140.5756,95,-6.37,103,AKTH02,0
'01','01',N.NSEH,中仙,なかせん,NAKASEN,秋田県,39.5575,140.6116,39.5547,140.6150,95,-83.37,180,AKTH17,0
'01','01',N.NSBH,西仙北,にしせんぼく,NISHISENBOKU,秋田県,39.5450,140.3481,39.5422,140.3515,20,-135.37,157,AKTH16,0
'01','01',N.OMRH,大森,おおもり,OOMORI,秋田県,39.3548,140.3869,39.3519,140.3903,65,-36.37,103,AKTH18,0
'01','01',N.YJMH,矢島,やしま,YASHIMA,秋田県,39.2223,140.1283,39.2194,140.1317,145,40.63,106,AKTH03,0
'01','01',N.YUZH,湯沢,ゆざわ,YUZAWA,秋田県,39.1912,140.4710,39.1884,140.4744,74,-107.1,182.5,AKTH19,0
'01','01',N.HNRH,東成瀬,ひがしなるせ,HIGASHINARUSE,秋田県,39.1740,140.7129,39.1711,140.7164,280,178.43,103,AKTH04,0
'01','01',N.CHKH,鳥海,ちょうかい,CHOKAI,秋田県,39.0718,140.3185,39.0689,140.3219,275,73.63,203,AKTH05,0
'01','01',N.OGCH,雄勝,おがち,OGACHI,秋田県,38.9801,140.4952,38.9772,140.4986,285,183.43,103,AKTH06,0
'01','01',N.YWTH,八幡,やわた,YAWATA,山形県,38.9701,140.0333,38.9672,140.0367,115,7.2,109.3,YMTH08,0
'01','01',N.TZWH,戸沢,とざわ,TOZAWA,山形県,38.7498,140.1780,38.7469,140.1814,65,-136.5,203,YMTH09,0
'01','01',N.MGMH,最上,もがみ,MOGAMI,山形県,38.7132,140.5546,38.7103,140.5580,255,144.5,112,YMTH11,0
'01','01',N.FGTH,舟形,ふながた,FUNAGATA,山形県,38.7107,140.3744,38.7078,140.3778,105,-99.45,207,YMTH10,0
